,buy_duration
1707,0 days 01:00:37.000000000
1708,0 days 00:03:13.000000000
1709,0 days 20:47:58.000000000
1710,1 days 23:46:48.000000000
1711,5 days 23:18:33.000000000
1712,1 days 14:30:14.000000000
1713,0 days 10:46:16.000000000
1714,0 days 00:15:47.000000000
1715,0 days 00:13:18.000000000
1716,1 days 02:49:53.000000000
1717,0 days 00:59:41.000000000
1718,4 days 22:31:35.000000000
1719,1 days 18:54:21.000000000
1720,0 days 00:19:47.000000000
1721,0 days 00:24:08.000000000
1722,1 days 14:15:56.000000000
1723,5 days 11:08:58.000000000
1724,0 days 00:04:11.000000000
1725,1 days 13:20:28.000000000
1726,0 days 00:01:14.000000000
1727,0 days 21:10:19.000000000
1728,4 days 21:40:44.000000000
1729,0 days 00:07:21.000000000
1730,3 days 18:58:50.000000000
1731,1 days 00:23:38.000000000
1732,0 days 00:16:27.000000000
1733,6 days 03:02:00.000000000
1734,2 days 11:47:32.000000000
1735,0 days 00:05:29.000000000
1736,0 days 18:58:23.000000000
1737,0 days 00:16:12.000000000
1738,0 days 23:53:57.000000000
1739,2 days 12:01:04.000000000
1740,0 days 00:30:46.000000000
1741,1 days 11:52:55.000000000
1742,2 days 02:05:13.000000000
1743,0 days 13:01:48.000000000
1744,0 days 00:27:48.000000000
1745,0 days 00:16:53.000000000
1746,3 days 21:24:40.000000000
1747,0 days 00:04:43.000000000
1748,3 days 14:06:11.000000000
1749,0 days 00:05:05.000000000
1750,0 days 09:40:51.000000000
1751,6 days 16:41:48.000000000
1752,0 days 00:28:52.000000000
1753,0 days 00:09:53.000000000
1754,0 days 00:06:16.000000000
1755,1 days 11:12:59.000000000
1756,0 days 19:32:24.000000000
1757,0 days 12:45:06.000000000
1758,1 days 21:19:43.000000000
1759,0 days 00:10:59.000000000
1760,0 days 02:07:51.000000000
1761,0 days 00:13:52.000000000
1762,2 days 01:23:37.000000000
1763,7 days 01:11:21.000000000
1764,0 days 00:53:57.000000000
1765,0 days 00:04:04.000000000
1766,0 days 11:09:16.000000000
1767,0 days 23:05:07.000000000
1768,0 days 14:00:47.000000000
1769,3 days 01:54:12.000000000
1770,0 days 00:27:16.000000000
1771,3 days 19:22:32.000000000
1772,0 days 19:34:55.000000000
1773,0 days 00:39:01.000000000
1774,0 days 00:03:33.000000000
1775,0 days 14:03:20.000000000
1776,2 days 22:38:18.000000000
1777,2 days 17:32:34.000000000
1778,0 days 00:23:41.000000000
1779,0 days 00:07:00.000000000
1780,0 days 01:04:34.000000000
1781,0 days 19:48:46.000000000
1782,0 days 00:09:57.000000000
1783,0 days 02:15:25.000000000
1784,0 days 17:26:21.000000000
1785,3 days 01:29:14.000000000
1786,6 days 21:50:26.000000000
1787,0 days 00:07:25.000000000
1788,0 days 01:01:25.000000000
1789,5 days 20:36:33.000000000
1790,0 days 03:33:00.000000000
1791,0 days 12:38:45.000000000
1792,1 days 00:47:22.000000000
1793,0 days 03:07:06.000000000
1794,1 days 11:52:28.000000000
1795,0 days 00:11:13.000000000
1796,3 days 14:52:44.000000000
1797,0 days 00:32:34.000000000
1798,2 days 18:23:00.000000000
1799,2 days 21:50:16.000000000
1800,2 days 02:04:31.000000000
1801,2 days 00:16:40.000000000
1802,0 days 02:57:05.000000000
1803,0 days 01:27:14.000000000
1804,0 days 00:14:18.000000000
1805,0 days 17:25:52.000000000
1806,1 days 19:56:32.000000000
1807,0 days 00:59:45.000000000
1808,0 days 00:04:08.000000000
1809,0 days 14:57:25.000000000
1810,0 days 13:27:24.000000000
1811,0 days 00:37:50.000000000
1812,0 days 02:24:52.000000000
1813,0 days 20:08:43.000000000
1814,0 days 00:47:34.000000000
1815,1 days 18:57:17.000000000
1816,0 days 00:55:35.000000000
1817,0 days 00:06:00.000000000
1818,2 days 05:54:35.000000000
1819,1 days 12:24:35.000000000
1820,5 days 23:18:21.000000000
1821,2 days 18:24:28.000000000
1822,1 days 02:22:07.000000000
1823,0 days 10:30:48.000000000
1824,0 days 00:03:08.000000000
1825,0 days 20:45:26.000000000
1826,0 days 14:19:53.000000000
1827,0 days 00:24:05.000000000
1828,0 days 00:11:56.000000000
1829,5 days 17:41:01.000000000
1830,4 days 21:33:02.000000000
1831,0 days 00:00:00.000000000
1832,4 days 04:03:56.000000000
1833,0 days 02:29:30.000000000
1834,2 days 02:48:51.000000000
1835,7 days 04:13:45.000000000
1836,0 days 00:43:25.000000000
1837,1 days 03:04:58.000000000
1838,0 days 01:51:39.000000000
1839,1 days 14:34:07.000000000
1840,0 days 00:07:32.000000000
1841,0 days 22:02:00.000000000
1842,0 days 03:31:49.000000000
1843,0 days 00:39:11.000000000
1844,6 days 23:17:43.000000000
1845,1 days 13:48:36.000000000
1846,0 days 00:08:45.000000000
1847,0 days 21:26:41.000000000
1848,1 days 00:31:24.000000000
1849,4 days 22:34:20.000000000
1850,0 days 00:04:35.000000000
1851,5 days 13:13:43.000000000
1852,0 days 00:06:52.000000000
1853,0 days 01:17:33.000000000
1854,0 days 16:29:20.000000000
1855,5 days 17:37:39.000000000
1856,1 days 18:36:56.000000000
1857,5 days 20:06:01.000000000
1858,0 days 01:22:57.000000000
1859,0 days 01:23:44.000000000
1860,6 days 05:39:54.000000000
1861,0 days 00:23:36.000000000
1862,3 days 00:05:16.000000000
1863,5 days 16:03:33.000000000
1864,0 days 02:45:39.000000000
1865,0 days 19:11:39.000000000
1866,4 days 19:50:42.000000000
1867,0 days 00:24:28.000000000
1868,3 days 00:05:59.000000000
1869,2 days 19:30:36.000000000
1870,0 days 00:15:50.000000000
1871,0 days 00:00:20.000000000
1872,1 days 17:55:05.000000000
1873,0 days 00:05:37.000000000
1874,0 days 02:26:55.000000000
1875,0 days 00:09:54.000000000
1876,0 days 22:52:36.000000000
1877,0 days 21:53:19.000000000
1878,3 days 20:03:29.000000000
1879,0 days 19:54:53.000000000
1880,0 days 17:32:55.000000000
1881,5 days 17:10:10.000000000
1882,0 days 04:54:10.000000000
1883,0 days 15:11:46.000000000
1884,4 days 23:03:39.000000000
1885,1 days 17:58:36.000000000
1886,2 days 19:37:35.000000000
1887,1 days 05:38:16.000000000
1888,0 days 00:00:00.000000000
1889,0 days 00:10:38.000000000
1890,0 days 00:09:58.000000000
1891,0 days 00:09:44.000000000
1892,5 days 17:06:52.000000000
1893,0 days 00:32:26.000000000
1894,0 days 00:11:53.000000000
1895,0 days 03:45:44.000000000
1896,0 days 16:31:18.000000000
1897,5 days 23:59:40.000000000
1898,0 days 22:16:10.000000000
1899,0 days 00:54:07.000000000
1900,0 days 03:31:35.000000000
1901,3 days 17:14:45.000000000
1902,2 days 23:30:34.000000000
1903,0 days 00:27:39.000000000
1904,0 days 00:25:31.000000000
1905,0 days 03:17:04.000000000
1906,0 days 00:07:49.000000000
1907,0 days 00:01:30.000000000
1908,1 days 06:37:07.000000000
1909,0 days 00:13:41.000000000
1910,0 days 00:03:37.000000000
1911,1 days 05:51:06.000000000
1912,6 days 18:25:28.000000000
1913,6 days 22:37:18.000000000
1914,0 days 00:29:21.000000000
1915,0 days 00:05:20.000000000
1916,0 days 00:44:04.000000000
1917,6 days 22:57:11.000000000
1918,0 days 00:27:14.000000000
1919,3 days 23:29:08.000000000
1920,0 days 00:09:43.000000000
1921,0 days 00:01:30.000000000
1922,0 days 00:25:42.000000000
1923,0 days 00:04:18.000000000
1924,1 days 06:46:55.000000000
1925,0 days 00:00:00.000000000
1926,0 days 00:11:16.000000000
1927,0 days 23:18:53.000000000
1928,6 days 05:07:45.000000000
1929,0 days 06:53:53.000000000
1930,0 days 00:22:11.000000000
1931,0 days 06:24:31.000000000
1932,0 days 01:19:12.000000000
1933,0 days 00:07:49.000000000
1934,0 days 00:09:55.000000000
1935,1 days 00:06:00.000000000
1936,1 days 06:40:47.000000000
1937,1 days 05:57:56.000000000
1938,3 days 20:35:04.000000000
1939,1 days 00:25:50.000000000
1940,0 days 00:21:04.000000000
1941,0 days 00:31:46.000000000
1942,0 days 00:03:09.000000000
1943,0 days 00:00:00.000000000
1944,0 days 00:06:02.000000000
1945,0 days 00:13:32.000000000
1946,0 days 23:32:47.000000000
1947,0 days 00:46:08.000000000
1948,0 days 00:08:28.000000000
1949,5 days 20:19:16.000000000
1950,7 days 04:03:22.000000000
1951,0 days 00:03:23.000000000
1952,5 days 00:05:21.000000000
1953,4 days 23:45:29.000000000
1954,5 days 22:05:31.000000000
1955,1 days 02:46:49.000000000
1956,0 days 00:03:55.000000000
1957,7 days 05:10:37.000000000
1958,0 days 00:06:44.000000000
1959,0 days 00:15:10.000000000
1960,7 days 12:01:03.000000000
1961,2 days 21:50:37.000000000
1962,0 days 04:36:18.000000000
1963,0 days 00:28:07.000000000
1964,2 days 04:02:45.000000000
1965,0 days 00:20:37.000000000
1966,0 days 00:09:41.000000000
1967,0 days 10:22:14.000000000
1968,0 days 10:55:29.000000000
1969,0 days 23:02:31.000000000
1970,7 days 09:54:40.000000000
1971,6 days 06:19:41.000000000
1972,0 days 07:30:53.000000000
1973,6 days 23:17:41.000000000
1974,0 days 00:09:26.000000000
1975,0 days 00:51:05.000000000
1976,7 days 05:08:57.000000000
1977,6 days 00:32:34.000000000
1978,5 days 00:09:55.000000000
1979,3 days 21:35:15.000000000
1980,4 days 20:41:14.000000000
1981,1 days 10:22:32.000000000
1982,2 days 19:21:20.000000000
1983,7 days 03:30:51.000000000
1984,0 days 00:30:27.000000000
1985,0 days 00:43:37.000000000
1986,0 days 00:23:50.000000000
1987,0 days 01:47:47.000000000
1988,5 days 23:20:13.000000000
1989,1 days 07:36:13.000000000
1990,1 days 01:28:46.000000000
1991,0 days 03:36:35.000000000
1992,2 days 02:07:21.000000000
1993,1 days 00:27:49.000000000
1994,0 days 03:11:46.000000000
1995,0 days 00:49:02.000000000
1996,0 days 03:26:31.000000000
1997,0 days 00:54:18.000000000
1998,1 days 01:53:02.000000000
1999,5 days 01:22:01.000000000
2000,0 days 01:51:02.000000000
2001,1 days 22:23:02.000000000
2002,0 days 01:13:21.000000000
2003,0 days 22:52:35.000000000
2004,0 days 00:20:09.000000000
2005,1 days 00:16:31.000000000
2006,0 days 00:59:20.000000000
2007,0 days 22:53:05.000000000
2008,0 days 23:23:21.000000000
2009,0 days 10:32:51.000000000
2010,0 days 00:01:54.000000000
2011,0 days 00:41:16.000000000
2012,0 days 04:25:00.000000000
2013,0 days 01:05:40.000000000
2014,7 days 17:46:49.000000000
2015,1 days 21:32:49.000000000
2016,1 days 10:54:14.000000000
2017,0 days 00:09:57.000000000
2018,0 days 00:17:21.000000000
2019,0 days 03:02:20.000000000
2020,0 days 00:44:58.000000000
2021,0 days 10:10:02.000000000
2022,0 days 10:34:19.000000000
2023,0 days 01:25:47.000000000
2024,0 days 01:34:30.000000000
2025,0 days 00:25:05.000000000
2026,0 days 00:19:20.000000000
2027,0 days 00:07:07.000000000
2028,0 days 00:08:14.000000000
2029,0 days 00:25:39.000000000
2030,1 days 07:27:37.000000000
2031,4 days 09:05:13.000000000
2032,0 days 00:03:48.000000000
2033,3 days 22:47:08.000000000
2034,7 days 00:15:52.000000000
2035,0 days 00:04:55.000000000
2036,0 days 01:19:36.000000000
2037,0 days 00:26:22.000000000
2038,4 days 00:12:04.000000000
2039,7 days 22:28:54.000000000
2040,1 days 07:02:11.000000000
2041,1 days 11:50:38.000000000
2042,3 days 11:13:20.000000000
2043,0 days 00:11:55.000000000
2044,0 days 00:16:39.000000000
2045,0 days 00:17:55.000000000
2046,6 days 16:39:57.000000000
2047,7 days 02:56:53.000000000
2048,0 days 00:09:55.000000000
2049,0 days 01:31:18.000000000
2050,0 days 00:07:02.000000000
2051,5 days 02:06:37.000000000
2052,0 days 01:11:26.000000000
2053,3 days 11:44:03.000000000
2054,0 days 00:24:27.000000000
2055,0 days 00:19:53.000000000
2056,0 days 00:08:04.000000000
2057,0 days 00:06:19.000000000
2058,1 days 12:36:24.000000000
2059,1 days 11:11:07.000000000
2060,0 days 00:25:36.000000000
2061,0 days 00:18:32.000000000
2062,0 days 08:59:45.000000000
2063,4 days 01:12:25.000000000
2064,0 days 01:24:22.000000000
2065,5 days 01:08:58.000000000
2066,0 days 00:16:55.000000000
2067,4 days 00:14:01.000000000
2068,1 days 11:52:24.000000000
2069,0 days 06:50:51.000000000
2070,0 days 00:03:16.000000000
2071,0 days 00:46:07.000000000
2072,0 days 01:05:58.000000000
2073,0 days 00:23:12.000000000
2074,2 days 03:57:23.000000000
2075,5 days 05:21:03.000000000
2076,3 days 15:20:14.000000000
2077,2 days 10:24:14.000000000
2078,2 days 00:59:18.000000000
2079,4 days 13:35:31.000000000
2080,2 days 06:38:11.000000000
2081,0 days 03:11:16.000000000
2082,0 days 00:19:01.000000000
2083,4 days 15:13:07.000000000
2084,3 days 23:52:36.000000000
2085,4 days 11:16:16.000000000
2086,0 days 00:00:36.000000000
2087,1 days 11:34:39.000000000
2088,7 days 11:51:41.000000000
2089,0 days 04:27:56.000000000
2090,0 days 00:35:52.000000000
2091,0 days 23:43:19.000000000
2092,0 days 00:08:45.000000000
2093,2 days 01:29:16.000000000
2094,0 days 00:04:15.000000000
2095,4 days 00:26:33.000000000
2096,5 days 23:46:13.000000000
2097,0 days 00:10:04.000000000
2098,0 days 00:11:17.000000000
2099,1 days 01:31:12.000000000
2100,2 days 11:02:36.000000000
2101,0 days 00:16:17.000000000
2102,2 days 09:16:31.000000000
2103,0 days 00:00:18.000000000
2104,0 days 06:46:30.000000000
2105,0 days 12:53:05.000000000
2106,4 days 23:33:43.000000000
2107,1 days 19:49:31.000000000
2108,0 days 07:29:56.000000000
2109,0 days 00:06:07.000000000
2110,3 days 08:41:00.000000000
2111,0 days 19:42:15.000000000
2112,1 days 05:29:51.000000000
2113,7 days 00:17:10.000000000
2114,0 days 00:05:12.000000000
2115,1 days 09:53:43.000000000
2116,1 days 19:51:16.000000000
2117,0 days 00:02:45.000000000
2118,4 days 03:29:23.000000000
2119,2 days 15:16:43.000000000
2120,0 days 08:06:04.000000000
2121,2 days 11:19:03.000000000
2122,0 days 01:00:07.000000000
2123,2 days 13:21:18.000000000
2124,0 days 11:17:19.000000000
2125,0 days 07:55:36.000000000
2126,0 days 00:10:45.000000000
2127,1 days 13:50:58.000000000
2128,1 days 17:45:51.000000000
2129,2 days 07:48:31.000000000
2130,3 days 10:12:00.000000000
2131,3 days 21:40:52.000000000
2132,0 days 00:13:50.000000000
2133,1 days 21:11:30.000000000
2134,0 days 00:02:26.000000000
2135,0 days 00:11:46.000000000
2136,0 days 01:30:38.000000000
2137,0 days 11:39:51.000000000
2138,0 days 12:23:55.000000000
2139,0 days 10:36:06.000000000
2140,0 days 00:18:09.000000000
2141,1 days 04:20:53.000000000
2142,0 days 02:12:39.000000000
2143,0 days 00:02:54.000000000
2144,2 days 10:49:15.000000000
2145,1 days 11:44:37.000000000
2146,0 days 00:31:39.000000000
2147,0 days 00:16:34.000000000
2148,1 days 09:55:11.000000000
2149,0 days 00:26:58.000000000
2150,0 days 00:33:35.000000000
2151,0 days 12:58:16.000000000
2152,0 days 08:52:37.000000000
2153,0 days 01:05:07.000000000
2154,0 days 00:20:39.000000000
2155,1 days 17:10:43.000000000
2156,0 days 13:42:34.000000000
2157,1 days 02:32:50.000000000
2158,1 days 19:22:13.000000000
2159,0 days 12:18:43.000000000
2160,7 days 14:18:34.000000000
2161,0 days 00:00:29.000000000
2162,0 days 00:00:35.000000000
2163,5 days 12:30:53.000000000
2164,0 days 00:00:30.000000000
2165,0 days 00:03:26.000000000
2166,0 days 00:19:14.000000000
2167,0 days 12:16:26.000000000
2168,0 days 20:58:14.000000000
2169,3 days 02:02:33.000000000
2170,3 days 20:55:44.000000000
2171,5 days 18:28:36.000000000
2172,0 days 16:01:17.000000000
2173,0 days 00:18:46.000000000
2174,0 days 00:00:34.000000000
2175,1 days 01:34:29.000000000
2176,0 days 00:07:44.000000000
2177,0 days 00:09:58.000000000
2178,0 days 01:58:37.000000000
2179,4 days 13:09:03.000000000
2180,4 days 19:32:34.000000000
2181,0 days 22:47:11.000000000
2182,0 days 00:01:57.000000000
2183,0 days 08:00:11.000000000
2184,3 days 15:49:56.000000000
2185,0 days 15:32:39.000000000
2186,4 days 22:29:27.000000000
2187,0 days 01:22:11.000000000
2188,0 days 00:35:25.000000000
2189,0 days 00:00:00.000000000
2190,3 days 15:37:12.000000000
2191,0 days 00:16:10.000000000
2192,0 days 16:27:37.000000000
2193,4 days 16:29:37.000000000
2194,1 days 15:02:38.000000000
2195,0 days 02:30:37.000000000
2196,0 days 11:47:58.000000000
2197,0 days 01:32:43.000000000
2198,6 days 15:03:07.000000000
2199,0 days 00:34:49.000000000
2200,8 days 11:22:07.000000000
2201,7 days 22:32:30.000000000
2202,1 days 13:06:06.000000000
2203,0 days 00:27:48.000000000
2204,0 days 16:06:40.000000000
2205,1 days 23:58:39.000000000
2206,0 days 14:48:54.000000000
2207,7 days 01:45:18.000000000
2208,5 days 23:57:06.000000000
2209,0 days 00:10:41.000000000
2210,1 days 04:00:05.000000000
2211,0 days 00:55:17.000000000
2212,0 days 18:06:52.000000000
2213,0 days 00:11:48.000000000
2214,0 days 00:04:05.000000000
2215,3 days 13:01:54.000000000
2216,4 days 18:08:28.000000000
2217,0 days 00:53:36.000000000
2218,2 days 03:54:24.000000000
2219,2 days 02:19:31.000000000
2220,0 days 00:14:02.000000000
2221,1 days 15:28:14.000000000
2222,0 days 00:11:34.000000000
2223,0 days 01:59:37.000000000
2224,8 days 00:14:48.000000000
2225,7 days 00:03:02.000000000
2226,0 days 00:02:00.000000000
2227,0 days 14:31:33.000000000
2228,0 days 02:37:38.000000000
2229,0 days 06:06:18.000000000
2230,0 days 00:13:54.000000000
2231,1 days 16:10:58.000000000
2232,0 days 00:40:32.000000000
2233,1 days 01:58:51.000000000
2234,0 days 00:27:47.000000000
2235,0 days 13:55:46.000000000
2236,1 days 03:30:44.000000000
2237,3 days 22:53:37.000000000
2238,2 days 01:38:51.000000000
2239,0 days 21:54:45.000000000
2240,2 days 04:10:02.000000000
2241,0 days 00:23:33.000000000
2242,0 days 16:52:07.000000000
2243,0 days 00:00:00.000000000
2244,0 days 23:05:52.000000000
2245,0 days 01:07:20.000000000
2246,7 days 13:22:15.000000000
2247,1 days 13:39:22.000000000
2248,2 days 03:03:32.000000000
2249,1 days 03:25:04.000000000
2250,0 days 00:08:28.000000000
2251,0 days 00:02:47.000000000
2252,0 days 00:06:54.000000000
2253,0 days 00:38:44.000000000
2254,0 days 21:03:34.000000000
2255,0 days 00:05:44.000000000
2256,0 days 15:42:36.000000000
2257,0 days 00:12:09.000000000
2258,1 days 17:51:29.000000000
2259,0 days 23:48:21.000000000
2260,2 days 17:30:31.000000000
2261,6 days 16:27:22.000000000
2262,0 days 00:20:31.000000000
2263,0 days 00:18:03.000000000
2264,0 days 00:19:03.000000000
2265,0 days 00:07:25.000000000
2266,0 days 01:27:47.000000000
2267,4 days 22:32:51.000000000
2268,0 days 15:55:41.000000000
2269,1 days 15:42:58.000000000
2270,0 days 00:12:33.000000000
2271,3 days 01:16:48.000000000
2272,4 days 23:34:33.000000000
2273,0 days 00:14:03.000000000
2274,1 days 23:56:10.000000000
2275,0 days 05:26:22.000000000
2276,0 days 14:47:56.000000000
2277,0 days 00:13:42.000000000
2278,1 days 18:19:41.000000000
2279,1 days 13:02:13.000000000
2280,4 days 03:06:15.000000000
2281,0 days 00:28:20.000000000
2282,1 days 17:41:12.000000000
2283,0 days 20:08:45.000000000
2284,0 days 17:28:11.000000000
2285,0 days 00:21:00.000000000
2286,1 days 18:36:56.000000000
2287,0 days 00:07:32.000000000
2288,0 days 00:22:54.000000000
2289,3 days 22:22:32.000000000
2290,0 days 00:15:42.000000000
2291,0 days 00:06:45.000000000
2292,0 days 03:15:38.000000000
2293,3 days 23:16:10.000000000
2294,0 days 22:10:38.000000000
2295,1 days 00:44:01.000000000
2296,1 days 23:32:29.000000000
2297,0 days 00:04:22.000000000
2298,0 days 01:43:23.000000000
2299,0 days 00:20:58.000000000
2300,1 days 02:52:48.000000000
2301,0 days 00:02:45.000000000
2302,0 days 00:04:10.000000000
2303,0 days 00:03:10.000000000
2304,0 days 01:47:23.000000000
2305,0 days 00:01:40.000000000
2306,0 days 00:29:47.000000000
2307,4 days 02:06:52.000000000
2308,0 days 00:14:48.000000000
2309,4 days 05:30:02.000000000
2310,2 days 07:17:46.000000000
2311,1 days 08:02:28.000000000
2312,0 days 04:32:47.000000000
2313,2 days 15:44:36.000000000
2314,0 days 02:43:55.000000000
2315,0 days 09:55:10.000000000
2316,0 days 01:02:42.000000000
2317,3 days 10:40:04.000000000
2318,1 days 00:18:36.000000000
2319,0 days 00:03:46.000000000
2320,1 days 07:10:55.000000000
2321,5 days 19:53:45.000000000
2322,7 days 02:52:53.000000000
2323,3 days 01:25:13.000000000
2324,8 days 08:23:27.000000000
2325,7 days 12:57:10.000000000
2326,0 days 00:13:19.000000000
2327,0 days 00:06:13.000000000
2328,0 days 00:00:23.000000000
2329,0 days 08:59:01.000000000
2330,5 days 05:42:29.000000000
2331,1 days 00:38:21.000000000
2332,0 days 00:07:44.000000000
2333,0 days 00:11:08.000000000
2334,0 days 04:01:25.000000000
2335,0 days 00:09:14.000000000
2336,0 days 00:24:19.000000000
2337,0 days 00:10:27.000000000
2338,0 days 10:46:53.000000000
2339,0 days 00:12:56.000000000
2340,0 days 02:03:07.000000000
2341,0 days 03:54:19.000000000
2342,1 days 00:42:20.000000000
2343,0 days 00:22:58.000000000
2344,0 days 00:13:20.000000000
2345,0 days 00:01:36.000000000
2346,8 days 20:43:19.000000000
2347,0 days 09:45:39.000000000
2348,0 days 00:36:26.000000000
2349,0 days 09:27:21.000000000
2350,6 days 10:35:06.000000000
2351,0 days 08:37:16.000000000
2352,0 days 00:13:41.000000000
2353,0 days 00:29:27.000000000
2354,0 days 00:06:46.000000000
2355,0 days 00:01:10.000000000
2356,3 days 03:03:29.000000000
2357,4 days 00:52:28.000000000
2358,0 days 00:07:01.000000000
2359,0 days 00:05:08.000000000
2360,1 days 01:08:56.000000000
2361,0 days 00:49:48.000000000
2362,5 days 09:16:47.000000000
2363,3 days 09:35:04.000000000
2364,0 days 11:57:41.000000000
2365,0 days 00:00:58.000000000
2366,1 days 01:43:10.000000000
2367,1 days 00:46:44.000000000
2368,0 days 00:03:13.000000000
2369,0 days 01:08:24.000000000
2370,0 days 00:22:11.000000000
2371,0 days 00:39:20.000000000
2372,0 days 00:13:57.000000000
2373,0 days 00:36:36.000000000
2374,2 days 10:38:32.000000000
2375,0 days 00:02:28.000000000
2376,0 days 00:16:52.000000000
2377,0 days 00:02:37.000000000
2378,0 days 00:12:03.000000000
2379,0 days 00:00:56.000000000
2380,0 days 00:15:39.000000000
2381,0 days 08:55:40.000000000
2382,2 days 23:11:10.000000000
2383,0 days 05:37:30.000000000
2384,0 days 00:40:33.000000000
2385,0 days 04:03:03.000000000
2386,8 days 14:33:41.000000000
2387,0 days 00:02:05.000000000
2388,1 days 18:56:03.000000000
2389,0 days 00:11:04.000000000
2390,0 days 00:10:57.000000000
2391,0 days 00:08:16.000000000
2392,1 days 21:59:18.000000000
2393,0 days 03:54:58.000000000
2394,0 days 00:08:10.000000000
2395,2 days 10:37:40.000000000
2396,0 days 00:20:03.000000000
2397,5 days 06:13:53.000000000
2398,0 days 01:39:22.000000000
2399,0 days 00:06:42.000000000
2400,5 days 12:24:08.000000000
2401,0 days 00:03:23.000000000
2402,0 days 13:23:25.000000000
2403,4 days 06:23:20.000000000
2404,0 days 00:09:01.000000000
2405,0 days 00:57:24.000000000
2406,0 days 08:01:27.000000000
2407,0 days 15:04:40.000000000
2408,0 days 00:41:10.000000000
2409,0 days 07:58:19.000000000
2410,2 days 17:29:47.000000000
2411,0 days 04:11:39.000000000
2412,0 days 00:47:59.000000000
2413,0 days 00:06:49.000000000
2414,0 days 00:52:47.000000000
2415,3 days 02:51:16.000000000
2416,0 days 11:48:31.000000000
2417,0 days 00:15:14.000000000
2418,0 days 00:24:52.000000000
2419,2 days 00:45:01.000000000
2420,0 days 09:32:37.000000000
2421,0 days 06:35:54.000000000
2422,0 days 07:28:48.000000000
2423,3 days 10:51:31.000000000
2424,2 days 09:56:58.000000000
2425,0 days 00:08:46.000000000
2426,0 days 00:10:01.000000000
2427,6 days 18:23:52.000000000
2428,8 days 06:32:22.000000000
2429,6 days 12:46:31.000000000
2430,6 days 21:23:18.000000000
2431,0 days 00:24:30.000000000
2432,0 days 16:56:11.000000000
2433,2 days 18:13:01.000000000
2434,0 days 00:13:30.000000000
2435,0 days 00:12:25.000000000
2436,0 days 00:28:49.000000000
2437,0 days 00:01:42.000000000
2438,0 days 21:17:04.000000000
2439,0 days 11:22:08.000000000
2440,1 days 12:48:04.000000000
2441,0 days 09:38:24.000000000
2442,0 days 20:26:28.000000000
2443,8 days 12:25:35.000000000
2444,0 days 00:43:43.000000000
2445,0 days 00:03:04.000000000
2446,1 days 21:05:56.000000000
2447,6 days 03:29:44.000000000
2448,5 days 11:55:14.000000000
2449,0 days 13:07:14.000000000
2450,0 days 17:40:50.000000000
2451,1 days 03:03:03.000000000
2452,0 days 14:39:45.000000000
2453,0 days 00:01:33.000000000
2454,0 days 00:00:26.000000000
2455,0 days 15:25:29.000000000
2456,0 days 00:05:22.000000000
2457,0 days 00:13:00.000000000
2458,0 days 00:24:50.000000000
2459,0 days 12:19:09.000000000
2460,0 days 15:46:06.000000000
2461,0 days 11:44:06.000000000
2462,0 days 17:13:32.000000000
2463,0 days 21:31:16.000000000
2464,5 days 10:20:35.000000000
2465,4 days 16:51:31.000000000
2466,0 days 00:11:37.000000000
2467,0 days 00:09:24.000000000
2468,6 days 14:52:40.000000000
2469,0 days 00:28:09.000000000
2470,0 days 01:08:20.000000000
2471,0 days 00:26:20.000000000
2472,0 days 00:19:20.000000000
2473,0 days 15:10:34.000000000
2474,0 days 15:33:13.000000000
2475,0 days 00:17:03.000000000
2476,9 days 04:35:49.000000000
2477,5 days 15:25:39.000000000
2478,1 days 17:02:08.000000000
2479,1 days 11:05:52.000000000
2480,0 days 00:05:32.000000000
2481,8 days 22:44:53.000000000
2482,0 days 00:51:49.000000000
2483,0 days 00:06:45.000000000
2484,3 days 23:26:02.000000000
2485,0 days 00:05:05.000000000
2486,0 days 01:21:07.000000000
2487,0 days 00:57:16.000000000
2488,0 days 00:03:25.000000000
2489,0 days 00:13:37.000000000
2490,0 days 15:29:23.000000000
2491,1 days 14:24:37.000000000
2492,0 days 13:39:00.000000000
2493,0 days 02:38:24.000000000
2494,6 days 15:50:30.000000000
2495,0 days 16:44:04.000000000
2496,2 days 02:19:25.000000000
2497,0 days 00:53:18.000000000
2498,0 days 14:00:47.000000000
2499,0 days 00:46:05.000000000
2500,8 days 15:22:06.000000000
2501,0 days 16:45:27.000000000
2502,0 days 00:05:57.000000000
2503,2 days 14:23:06.000000000
2504,0 days 00:08:34.000000000
2505,9 days 01:55:23.000000000
2506,0 days 00:06:02.000000000
2507,2 days 19:51:37.000000000
2508,0 days 00:12:16.000000000
2509,0 days 18:51:43.000000000
2510,0 days 00:06:25.000000000
2511,5 days 21:46:24.000000000
2512,3 days 16:15:47.000000000
2513,1 days 22:06:07.000000000
2514,0 days 03:57:07.000000000
2515,0 days 15:28:08.000000000
2516,0 days 16:12:24.000000000
2517,0 days 00:10:12.000000000
2518,0 days 00:36:59.000000000
2519,7 days 21:30:32.000000000
2520,7 days 23:46:26.000000000
2521,0 days 20:56:27.000000000
2522,0 days 00:07:06.000000000
2523,7 days 02:14:23.000000000
2524,4 days 18:40:55.000000000
2525,1 days 00:23:31.000000000
2526,1 days 03:37:22.000000000
2527,0 days 00:49:59.000000000
2528,4 days 02:37:34.000000000
2529,3 days 00:39:27.000000000
